startTime,open,high,low,close,volume,turnover,SMA,Momentum,BB_Middle,BB_Std,BB_Upper,BB_Lower
1970-01-01 00:29:04.622940,84511.8,84511.8,84461.0,84461.1,18.294,1545571.2447,84692.16,-50.69999999999709,84692.16,134.85277508218323,84961.86555016437,84422.45444983564
1970-01-01 00:29:04.623000,84461.1,84493.8,84452.2,84485.4,36.899,3117140.4664,84679.095,24.29999999998836,84679.095,141.77100689045744,84962.63701378091,84395.55298621909
1970-01-01 00:29:04.623060,84485.4,84495.1,84471.3,84471.4,19.666,1661544.3194,84662.97,-14.0,84662.97,146.2942352355516,84955.55847047111,84370.3815295289
1970-01-01 00:29:04.623120,84471.4,84500.3,84471.3,84498.1,24.1,2036224.1332,84647.22,26.70000000001164,84647.22,146.23699438347418,84939.69398876694,84354.74601123306
1970-01-01 00:29:04.623180,84498.1,84498.1,84385.8,84445.0,81.882,6913430.896,84627.43999999999,-53.10000000000582,84627.43999999999,145.4560971926653,84918.35219438531,84336.52780561466
1970-01-01 00:29:04.623240,84445.0,84445.6,84435.7,84436.5,14.413,1217048.6762,84607.73500000002,-8.5,84607.73500000002,143.1617424453725,84894.05848489076,84321.41151510927
1970-01-01 00:29:04.623300,84436.5,84436.8,84415.2,84424.1,50.877,4295378.9389,84587.045,-12.39999999999418,84587.045,137.95399109083277,84862.95298218167,84311.13701781833
1970-01-01 00:29:04.623360,84424.1,84424.1,84391.2,84396.1,23.161,1954972.2771,84566.8,-28.0,84566.8,134.57160488788082,84835.94320977577,84297.65679022424
1970-01-01 00:29:04.623420,84396.1,84419.2,84381.0,84381.2,28.067,2368661.3701,84546.35500000001,-14.900000000008731,84546.35500000001,129.83903587456635,84806.03307174915,84286.67692825088
1970-01-01 00:29:04.623480,84381.2,84381.8,84340.4,84361.8,60.92,5139614.962,84524.79500000001,-19.39999999999418,84524.79500000001,122.31009974648613,84769.41519949299,84280.17480050704
1970-01-01 00:29:04.623540,84361.8,84361.9,84324.0,84324.1,33.151,2796244.3631,84502.805,-37.69999999999709,84502.805,116.45453811408271,84735.71407622816,84269.89592377182
1970-01-01 00:29:04.623600,84324.1,84355.4,84324.0,84354.0,33.321,2810316.4362,84482.25,29.89999999999418,84482.25,103.25380839157793,84688.75761678316,84275.74238321684
1970-01-01 00:29:04.623660,84354.0,84356.3,84343.9,84343.9,9.955,839684.0968,84464.99500000001,-10.10000000000582,84464.99500000001,95.4231819732054,84655.84136394643,84274.1486360536
1970-01-01 00:29:04.623720,84343.9,84343.9,84269.5,84289.9,70.928,5978846.2649,84445.49,-54.0,84445.49,88.80146335919285,84623.0929267184,84267.88707328161
1970-01-01 00:29:04.623780,84289.9,84318.5,84285.7,84317.4,22.731,1916153.5382,84430.46,27.5,84430.46,83.33749645739901,84597.1349929148,84263.78500708521
1970-01-01 00:29:04.623840,84317.4,84337.9,84290.0,84337.9,34.259,2888454.052,84417.935,20.5,84417.935,76.92868382297189,84571.79236764595,84264.07763235405
1970-01-01 00:29:04.623900,84337.9,84356.3,84302.0,84302.1,37.148,3132851.8922,84405.2,-35.79999999998836,84405.2,73.74675015139911,84552.69350030279,84257.7064996972
1970-01-01 00:29:04.623960,84302.1,84302.1,84210.4,84214.0,68.413,5763941.8863,84389.81499999999,-88.10000000000582,84389.81499999999,79.99483716892354,84549.80467433784,84229.82532566214
1970-01-01 00:29:04.624020,84214.0,84259.3,84214.0,84259.3,62.684,5280556.4556,84380.75499999999,45.30000000000291,84380.75499999999,84.10764703326355,84548.97029406652,84212.53970593346
1970-01-01 00:29:04.624080,84259.3,84278.3,84238.3,84278.3,44.859,3779924.4693,84369.07999999999,19.0,84369.07999999999,81.1126416261822,84531.30528325235,84206.85471674762
1970-01-01 00:29:04.624140,84278.3,84312.0,84278.2,84309.2,39.267,3310022.5047,84361.485,30.89999999999418,84361.485,79.1302076526824,84519.74541530537,84203.22458469463
1970-01-01 00:29:04.624200,84309.2,84309.2,84273.0,84274.6,23.593,1988546.8164,84350.94499999999,-34.59999999999127,84350.94499999999,75.72194616871748,84502.38889233743,84199.50110766255
1970-01-01 00:29:04.624260,84274.6,84314.9,84270.0,84314.8,16.771,1413582.8893,84343.115,40.19999999999709,84343.115,70.52932406191935,84484.17364812385,84202.05635187616
1970-01-01 00:29:04.624320,84314.8,84409.7,84314.8,84328.7,41.777,3524231.2978,84334.645,13.89999999999418,84334.645,60.37860787955906,84455.40221575912,84213.88778424088
1970-01-01 00:29:04.624380,84328.7,84369.6,84328.7,84361.2,16.585,1399012.8431,84330.45499999999,32.5,84330.45499999999,54.98409794036668,84440.42319588072,84220.48680411925
1970-01-01 00:29:04.624440,84361.2,84365.9,84358.1,84358.1,10.6,894238.6475,84326.535,-3.099999999991269,84326.535,49.552282596531406,84425.63956519307,84227.43043480694
1970-01-01 00:29:04.624500,84358.1,84400.0,84310.1,84333.7,28.933,2440703.7293,84322.015,-24.40000000000873,84322.015,43.99578059912824,84410.00656119826,84234.02343880174
1970-01-01 00:29:04.624560,84333.7,84379.5,84328.2,84378.4,10.637,897259.8363,84321.12999999999,44.69999999999709,84321.12999999999,42.58240432261954,84406.29480864522,84235.96519135476
1970-01-01 00:29:04.624620,84378.4,84432.7,84378.3,84419.5,39.365,3323172.8007,84323.045,41.10000000000582,84323.045,46.13873215925481,84415.32246431851,84230.76753568149
1970-01-01 00:29:04.624680,84419.5,84428.2,84394.5,84419.5,27.799,2346405.9899,84325.93,0.0,84325.93,50.30539470913987,84426.54078941827,84225.31921058171
1970-01-01 00:29:04.624740,84419.5,84441.0,84405.4,84405.5,32.816,2770485.5948,84330.0,-14.0,84330.0,53.35026266398333,84436.70052532796,84223.29947467204
1970-01-01 00:29:04.624800,84405.5,84457.9,84404.1,84417.0,40.744,3440102.2662,84333.15,11.5,84333.15,56.6026361669914,84446.35527233398,84219.944727666
1970-01-01 00:29:04.624860,84417.0,84454.8,84417.0,84449.1,24.364,2057158.0403,84338.41,32.10000000000582,84338.41,62.259557710570526,84462.92911542114,84213.89088457887
1970-01-01 00:29:04.624920,84449.1,84449.2,84440.5,84443.9,5.683,479912.3827,84346.11,-5.2000000000116415,84346.11,65.38868323140113,84476.8873664628,84215.3326335372
1970-01-01 00:29:04.624980,84443.9,84450.1,84401.9,84444.0,18.233,1539164.7457,84352.43999999999,0.10000000000582077,84352.43999999999,68.51612487889604,84489.47224975777,84215.4077502422
1970-01-01 00:29:04.625040,84444.0,84465.9,84440.0,84451.5,35.076,2962266.4487,84358.12,7.5,84358.12,71.87377532136833,84501.86755064274,84214.37244935725
1970-01-01 00:29:04.625100,84451.5,84452.3,84355.3,84355.4,68.208,5756501.0448,84360.785,-96.10000000000582,84360.785,70.66528422596149,84502.11556845193,84219.45443154807
1970-01-01 00:29:04.625160,84355.4,84360.0,84341.5,84341.5,24.841,2095479.6602,84367.16,-13.89999999999418,84367.16,61.93856378872045,84491.03712757744,84243.28287242257
1970-01-01 00:29:04.625220,84341.5,84341.5,84273.5,84279.2,30.629,2582153.6532,84368.155,-62.30000000000291,84368.155,60.25153830749873,84488.658076615,84247.651923385
1970-01-01 00:29:04.625280,84279.2,84334.0,84266.9,84333.9,21.05,1774388.4464,84370.935,54.69999999999709,84370.935,57.0870182956997,84485.1090365914,84256.7609634086
1970-01-01 00:29:04.625340,84333.9,84520.0,84333.9,84520.0,51.968,4388149.9343,84381.475,186.10000000000582,84381.475,64.1162420919854,84509.70748418398,84253.24251581603
1970-01-01 00:29:04.625400,84520.0,84569.6,84499.9,84511.1,71.624,6054867.5377,84393.3,-8.89999999999418,84393.3,65.16809035100992,84523.63618070203,84262.96381929798
1970-01-01 00:29:04.625460,84511.1,84513.4,84441.1,84441.1,13.821,1167782.6832,84399.61499999999,-70.0,84399.61499999999,63.25209607508455,84526.11919215016,84273.11080784982
1970-01-01 00:29:04.625520,84441.1,84467.3,84389.5,84389.5,17.387,1468082.5138,84402.655,-51.60000000000582,84402.655,61.08849038805495,84524.83198077611,84280.47801922388
1970-01-01 00:29:04.625580,84389.5,84408.5,84360.0,84391.8,32.605,2751119.9493,84404.185,2.3000000000029104,84404.185,60.37460493493296,84524.93420986987,84283.43579013013
1970-01-01 00:29:04.625640,84391.8,84401.5,84360.0,84360.0,41.606,3510843.4983,84404.28,-31.80000000000291,84404.28,60.29972156692977,84524.87944313386,84283.68055686614
1970-01-01 00:29:04.625700,84360.0,84380.0,84360.0,84380.0,16.146,1362262.6845,84406.595,20.0,84406.595,58.30314133449472,84523.20128266899,84289.98871733101
1970-01-01 00:29:04.625760,84380.0,84442.8,84368.9,84378.2,49.742,4198332.0224,84406.585,-1.8000000000029104,84406.585,58.30824871677622,84523.20149743356,84289.96850256645
1970-01-01 00:29:04.625820,84378.2,84394.1,84353.8,84382.1,12.031,1015008.2252,84404.715,3.900000000008731,84404.715,58.471750039041616,84521.65850007808,84287.77149992192
1970-01-01 00:29:04.625880,84382.1,84415.7,84362.6,84386.1,9.538,804887.1657,84403.04500000001,4.0,84403.04500000001,58.50421014986809,84520.05342029975,84286.03657970027
1970-01-01 00:29:04.625940,84386.1,84459.3,84377.7,84459.3,12.154,1026055.8593,84405.73500000002,73.19999999999709,84405.73500000002,59.84452905563881,84525.4240581113,84286.04594188873
1970-01-01 00:29:04.626000,84459.3,84492.6,84459.2,84473.8,33.804,2855489.8982,84408.575,14.5,84408.575,61.725460711088566,84532.02592142217,84285.12407857782
1970-01-01 00:29:04.626060,84473.8,84646.3,84468.0,84561.5,485.236,41039428.8062,84414.19499999999,87.69999999999709,84414.19499999999,70.1512311854727,84554.49746237094,84273.89253762904
1970-01-01 00:29:04.626120,84561.5,84600.0,84536.2,84550.4,59.495,5031120.8574,84419.52,-11.10000000000582,84419.52,76.29755186798313,84572.11510373597,84266.92489626404
1970-01-01 00:29:04.626180,84550.4,84550.4,84488.1,84488.2,26.076,2203871.3942,84421.73000000001,-62.19999999999709,84421.73000000001,77.6717119812608,84577.07342396253,84266.38657603749
1970-01-01 00:29:04.626240,84488.2,84517.0,84466.0,84472.0,179.474,15164153.3887,84422.755,-16.19999999999709,84422.755,78.21859029933724,84579.19218059868,84266.31781940133
1970-01-01 00:29:04.626300,84472.0,84496.4,84458.7,84458.7,14.354,1212568.6386,84427.92,-13.30000000000291,84427.92,76.93695710394891,84581.7939142079,84274.0460857921
1970-01-01 00:29:04.626360,84458.7,84570.0,84458.7,84570.0,33.637,2843471.1705,84439.345,111.30000000000291,84439.345,80.31985711740823,84599.98471423482,84278.70528576519
1970-01-01 00:29:04.626420,84570.0,84626.0,84558.0,84620.0,214.081,18109679.498,84456.385,50.0,84456.385,80.70638320147778,84617.79776640295,84294.97223359704
1970-01-01 00:29:04.626480,84620.0,84634.2,84603.4,84629.9,83.435,7060037.5108,84471.18500000001,9.89999999999418,84471.18500000001,84.1305268771051,84639.44605375422,84302.9239462458
1970-01-01 00:29:04.626540,84629.9,84630.0,84581.9,84598.3,91.069,7704708.5843,84475.1,-31.59999999999127,84475.1,88.24300777421331,84651.58601554843,84298.61398445159
1970-01-01 00:29:04.626600,84598.3,84680.0,84598.2,84646.9,54.107,4580313.7788,84481.89,48.59999999999127,84481.89,96.03916361232385,84673.96832722465,84289.81167277535
1970-01-01 00:29:04.626660,84646.9,84693.3,84607.6,84644.1,108.21,9159396.9583,84492.04000000001,-2.7999999999883585,84492.04000000001,102.04093812101415,84696.12187624203,84287.95812375798
1970-01-01 00:29:04.626720,84644.1,84715.2,84639.9,84658.2,64.335,5448453.1768,84505.475,14.099999999991269,84505.475,105.46124693576434,84716.39749387154,84294.55250612847
1970-01-01 00:29:04.626780,84658.2,84667.9,84613.2,84613.2,41.131,3481340.6207,84516.54500000001,-45.0,84516.54500000001,104.5167298367634,84725.57845967355,84307.51154032648
1970-01-01 00:29:04.626840,84613.2,84644.7,84613.2,84644.7,13.834,1170717.2445,84530.78,31.5,84530.78,101.41521011211631,84733.61042022423,84327.94957977577
1970-01-01 00:29:04.626900,84644.7,84644.7,84573.4,84573.4,22.494,1903178.9278,84540.45,-71.30000000000291,84540.45,95.31872572407877,84731.08745144815,84349.81254855184
1970-01-01 00:29:04.626960,84573.4,84592.0,84557.7,84570.6,27.136,2295120.6009,84550.06999999999,-2.7999999999883585,84550.06999999999,87.4674682380627,84725.00493647612,84375.13506352386
1970-01-01 00:29:04.627020,84570.6,84594.5,84561.9,84590.4,20.438,1728516.1543,84560.485,19.79999999998836,84560.485,78.33925731596706,84717.16351463193,84403.80648536807
1970-01-01 00:29:04.627080,84590.4,84590.4,84520.0,84520.0,18.206,1539429.4659,84567.18,-70.39999999999418,84567.18,67.64310055435116,84702.46620110869,84431.8937988913
1970-01-01 00:29:04.627140,84520.0,84542.0,84520.0,84541.9,22.744,1922538.0932,84571.31,21.89999999999418,84571.31,63.07724504192651,84697.46449008385,84445.15550991615
1970-01-01 00:29:04.627200,84541.9,84572.8,84521.0,84563.7,45.507,3847385.8138,84575.80500000001,21.80000000000291,84575.80500000001,58.82250263090476,84693.45000526182,84458.15999473819
1970-01-01 00:29:04.627260,84563.7,84626.4,84563.7,84608.5,34.592,2926657.59,84578.155,44.80000000000291,84578.155,59.15880923834817,84696.47261847669,84459.8373815233
1970-01-01 00:29:04.627320,84608.5,84700.0,84608.5,84682.2,43.068,3646936.1513,84584.745,73.69999999999709,84584.745,63.11309377011332,84710.97118754023,84458.51881245976
1970-01-01 00:29:04.627380,84682.2,84715.0,84681.7,84709.6,31.606,2676860.863,84595.815,27.40000000000873,84595.815,64.68503670598565,84725.18507341198,84466.44492658802
1970-01-01 00:29:04.627440,84709.6,84767.3,84700.1,84759.7,83.255,7055063.678,84610.2,50.09999999999127,84610.2,67.62454397138016,84745.44908794276,84474.95091205723
1970-01-01 00:29:04.627500,84759.7,84784.3,84712.2,84715.5,53.284,4516102.1111,84623.04000000001,-44.19999999999709,84623.04000000001,61.44189724291686,84745.92379448585,84500.15620551417
1970-01-01 00:29:04.627560,84715.5,84744.0,84697.4,84744.0,40.447,3426844.3981,84631.74,28.5,84631.74,65.70720860852033,84763.15441721704,84500.32558278297
1970-01-01 00:29:04.627620,84744.0,84744.0,84705.8,84705.9,14.762,1250811.4314,84636.035,-38.10000000000582,84636.035,67.67734811096985,84771.38969622194,84500.68030377806
1970-01-01 00:29:04.627680,84705.9,84705.9,84687.8,84687.8,22.918,1941100.1507,84638.93,-18.09999999999127,84638.93,68.63273808326903,84776.19547616653,84501.66452383346
1970-01-01 00:29:04.627740,84687.8,84713.7,84687.8,84702.0,40.196,3404619.2333,84644.115,14.19999999999709,84644.115,69.31542909403352,84782.74585818808,84505.48414181193
1970-01-01 00:29:04.627800,84702.0,84743.3,84690.0,84738.3,18.98,1607826.2257,84648.685,36.30000000000291,84648.685,72.45082016145956,84793.58664032292,84503.78335967708
1970-01-01 00:29:04.627860,84738.3,84765.0,84726.7,84758.3,29.509,2500927.8233,84654.395,20.0,84654.395,76.45970713880241,84807.31441427761,84501.4755857224
1970-01-01 00:29:04.627920,84758.3,84780.0,84717.0,84737.1,28.287,2397453.1609,84658.34,-21.19999999999709,84658.34,78.66987251843416,84815.67974503686,84501.00025496313
1970-01-01 00:29:04.627980,84737.1,84737.1,84661.8,84661.8,38.412,3252989.7215,84660.76999999999,-75.30000000000291,84660.76999999999,77.94947148777982,84816.66894297555,84504.87105702443
1970-01-01 00:29:04.628040,84661.8,84673.2,84653.4,84672.0,27.256,2307703.9204,84662.135,10.19999999999709,84662.135,77.89226213149036,84817.91952426298,84506.35047573701
1970-01-01 00:29:04.628100,84672.0,84672.1,84630.9,84630.9,42.892,3631352.7635,84665.01,-41.10000000000582,84665.01,75.4681173529749,84815.94623470595,84514.07376529404
1970-01-01 00:29:04.628160,84630.9,84630.9,84610.8,84617.5,33.521,2836667.374,84667.355,-13.39999999999418,84667.355,73.07071898951146,84813.49643797902,84521.21356202097
1970-01-01 00:29:04.628220,84617.5,84707.3,84617.4,84707.3,59.738,5056432.4342,84673.2,89.80000000000291,84673.2,71.24365899732615,84815.68731799466,84530.71268200534
1970-01-01 00:29:04.628280,84707.3,84707.3,84611.0,84613.6,29.056,2460072.2499,84677.88,-93.69999999999709,84677.88,63.2794104700074,84804.43882094002,84551.32117905999
1970-01-01 00:29:04.628340,84613.6,84628.1,84600.0,84618.2,38.36,3245902.0598,84681.69499999999,4.599999999991269,84681.69499999999,56.597121695081384,84794.88924339015,84568.50075660984
